005-info-raw-a,006-info-highpass-a,007-info-hann-a,010-carrier-raw-a,020-carrier-highpass-a,030-carrier-hann-a,042-info-fft-real-a,043-info-fft-imag-a,045-carrier-fft-real-a,047-carrier-fft-imag-a,048-info-fft-real-sq-a,048.5-info-fft-imag-sq-a,049-carrier-fft-real-sq-a,049.5-carrier-fft-imag-sq-a,050-carrier-rfft-added-a,055-info-rfft-added-a,060-carrier-rsqrt-a,070-info-sqrt-a,080-amp-factor-roots-multiplied-a,100-carrier-fft-real-x-reduced-amp-factors-a,150-carrier-fft-imag-x-reduced-amp-factors-a,005-info-raw-b,006-info-highpass-b,007-info-hann-b,010-carrier-raw-b,020-carrier-highpass-b,030-carrier-hann-b,042-info-fft-real-b,043-info-fft-imag-b,045-carrier-fft-real-b,047-carrier-fft-imag-b,048-info-fft-real-sq-b,048.5-info-fft-imag-sq-b,049-carrier-fft-real-sq-b,049.5-carrier-fft-imag-sq-b,050-carrier-rfft-added-b,055-info-rfft-added-b,060-carrier-rsqrt-b,070-info-sqrt-b,080-amp-factor-roots-multiplied-b,090-amp-factor-roots-reduced,100-carrier-fft-real-x-reduced-amp-factors-b,150-carrier-fft-imag-x-reduced-amp-factors-b
-0.056131,0.107188,0.038036,-0.150291,-0.127796,-0.045349,0.005098,0.006377,-0.327068,0.206156,0.000026,0.000041,0.106973,0.042500,0.149474,0.000067,2.586530,0.008164,0.021118,-0.000004,0.000003,0.219360,0.225263,0.080071,-0.089752,-0.090876,-0.032302,-0.135372,-0.005576,0.167584,0.183720,0.018326,0.000031,0.028084,0.033753,0.061837,0.018357,4.021372,0.135487,0.544842,0.000014,0.000010,0.000012
-0.051638,0.102575,0.036701,-0.149377,-0.113031,-0.040442,0.001476,-0.001732,0.349271,-0.025593,0.000002,0.000003,0.121990,0.000655,0.122645,0.000005,2.855449,0.002275,0.006497,0.000001,-0.000000,0.233246,0.238917,0.085627,-0.088867,-0.089900,-0.032220,-0.048980,0.016053,-0.192328,-0.119933,0.002399,0.000258,0.036990,0.014384,0.051374,0.002657,4.411926,0.051543,0.227405,0.000004,0.000005,0.000002
-0.057828,0.095938,0.034609,-0.149339,-0.096403,-0.034776,0.001795,-0.001761,-0.058105,-0.026575,0.000003,0.000003,0.003376,0.000706,0.004082,0.000006,15.650893,0.002515,0.039356,-0.000001,-0.000001,0.242096,0.247524,0.089442,-0.092560,-0.093500,-0.033786,0.076274,-0.017181,0.076249,-0.004023,0.005818,0.000295,0.005814,0.000016,0.005830,0.006113,13.096722,0.078185,1.023967,0.000026,0.000004,0.000000
-0.071806,0.093347,0.033949,-0.149610,-0.094468,-0.034357,-0.001536,0.000258,-0.126470,-0.116753,0.000002,0.000000,0.015995,0.013631,0.029626,0.000002,5.809826,0.001558,0.009051,-0.000001,-0.000001,0.251251,0.256428,0.093416,-0.087860,-0.088709,-0.032316,0.054894,-0.083670,-0.116659,0.072005,0.003013,0.007001,0.013609,0.005185,0.018794,0.010014,7.294410,0.100070,0.729954,0.000006,0.000006,0.000002
-0.075914,0.092098,0.033767,-0.148846,-0.105714,-0.038759,-0.001177,0.001058,0.108880,0.178367,0.000001,0.000001,0.011855,0.031815,0.043670,0.000003,4.785312,0.001582,0.007572,0.000001,0.000001,0.261902,0.266817,0.097990,-0.079620,-0.080384,-0.029521,-0.072221,0.232997,0.151049,-0.017933,0.005216,0.054288,0.022816,0.000322,0.023137,0.059504,6.574184,0.243934,1.603665,0.000005,0.000024,0.000000
-0.067579,0.082358,0.030440,-0.146122,-0.113747,-0.042041,0.000148,0.001770,-0.056528,-0.065192,0.000000,0.000003,0.003195,0.004250,0.007445,0.000003,11.589323,0.001776,0.020582,-0.000001,-0.000001,0.268677,0.273322,0.101189,-0.072784,-0.073470,-0.027200,-0.003812,-0.277028,-0.055475,-0.035210,0.000015,0.076744,0.003077,0.001240,0.004317,0.076759,15.219373,0.277054,4.216585,0.000013,0.000008,0.000003
-0.060830,0.067354,0.025094,-0.140245,-0.109176,-0.040675,0.001322,-0.000320,-0.001408,0.000464,0.000002,0.000000,0.000002,0.000000,0.000002,0.000002,674.449951,0.001360,0.917407,-0.000001,0.000000,0.273407,0.277776,0.103663,-0.064362,-0.064978,-0.024249,-0.016989,0.129414,-0.008642,-0.049516,0.000289,0.016748,0.000075,0.002452,0.002527,0.017037,19.894638,0.130524,2.596727,0.000596,0.000000,0.000004
-0.056308,0.057475,0.021584,-0.132596,-0.099269,-0.037279,-0.001708,-0.003581,0.060059,0.024149,0.000003,0.000013,0.003607,0.000583,0.004190,0.000016,15.448356,0.003967,0.061288,0.000002,0.000001,0.281219,0.285306,0.107321,-0.058502,-0.059056,-0.022214,0.014416,-0.008318,0.021195,0.141023,0.000208,0.000069,0.000449,0.019887,0.020337,0.000277,7.012290,0.016643,0.116707,0.000040,0.000000,0.000002
-0.049658,0.052268,0.019784,-0.129964,-0.095160,-0.036019,-0.005491,-0.001192,0.038112,-0.192289,0.000030,0.000001,0.001453,0.036975,0.038428,0.000032,5.101262,0.005619,0.028662,0.000001,-0.000004,0.282928,0.286729,0.108710,-0.058350,-0.058843,-0.022310,0.014331,-0.001901,-0.008903,-0.030482,0.000205,0.000004,0.000079,0.000929,0.001008,0.000209,31.490660,0.014457,0.455247,0.000019,0.000000,0.000000
-0.043979,0.045860,0.017495,-0.136494,-0.098799,-0.037691,-0.002183,0.004868,-0.280183,0.108699,0.000005,0.000024,0.078502,0.011815,0.090318,0.000028,3.327464,0.005336,0.017754,-0.000003,0.000001,0.265869,0.269391,0.102940,-0.051300,-0.051738,-0.019770,-0.009190,0.000166,-0.113797,-0.062352,0.000084,0.000000,0.012950,0.003888,0.016838,0.000084,7.706557,0.009191,0.070832,0.000012,0.000001,0.000000
-0.036640,0.040271,0.015483,-0.143417,-0.105749,-0.040657,0.004765,0.001312,0.269735,0.386622,0.000023,0.000002,0.072757,0.149476,0.222233,0.000024,2.121267,0.004943,0.010485,0.000002,0.000003,0.238708,0.241974,0.093186,-0.034149,-0.034543,-0.013303,0.001591,-0.000080,0.237590,0.018127,0.000003,0.000000,0.056449,0.000329,0.056778,0.000003,4.196737,0.001593,0.006685,0.000007,0.000000,0.000000
-0.024832,0.040782,0.015802,-0.137379,-0.109930,-0.042594,0.000404,-0.005073,-0.075121,-0.380097,0.000000,0.000026,0.005643,0.144474,0.150117,0.000026,2.580983,0.005089,0.013134,-0.000001,-0.000003,0.217865,0.220898,0.085730,-0.027100,-0.027462,-0.010658,0.001029,-0.002732,-0.179199,-0.035165,0.000001,0.000007,0.032112,0.001237,0.033349,0.000009,5.475941,0.002920,0.015987,0.000009,0.000000,0.000000
-0.013476,0.045601,0.017805,-0.121205,-0.104937,-0.040973,-0.001491,0.000999,0.040910,-0.102391,0.000002,0.000001,0.001674,0.010484,0.012158,0.000003,9.069354,0.001795,0.016279,0.000000,-0.000001,0.200165,0.202985,0.079386,-0.035583,-0.035914,-0.014046,0.010547,0.006103,0.046895,0.052630,0.000111,0.000037,0.002199,0.002770,0.004969,0.000148,14.186056,0.012185,0.172855,0.000011,0.000000,0.000000
-0.007348,0.050019,0.019680,-0.112444,-0.093933,-0.036958,0.005363,-0.000107,-0.009131,0.144766,0.000029,0.000000,0.000083,0.020957,0.021041,0.000029,6.894008,0.005364,0.036978,-0.000000,0.000003,0.174713,0.177343,0.069890,-0.037109,-0.037403,-0.014740,-0.060385,-0.029469,0.034241,-0.019465,0.003646,0.000868,0.001172,0.000379,0.001551,0.004515,25.389122,0.067192,1.705955,0.000024,0.000001,0.000000
-0.006212,0.054145,0.021465,-0.115234,-0.089000,-0.035284,0.000314,-0.008456,-0.044818,-0.000294,0.000000,0.000072,0.002009,0.000000,0.002009,0.000072,22.311911,0.008462,0.188802,-0.000006,-0.000000,0.145813,0.148280,0.058881,-0.024841,-0.025103,-0.009968,0.076333,0.069903,-0.033490,0.008372,0.005827,0.004886,0.001122,0.000070,0.001192,0.010713,28.967764,0.103505,2.998295,0.000123,0.000002,0.000000
-0.007566,0.058941,0.023544,-0.113733,-0.092166,-0.036816,-0.011391,0.000333,0.041433,-0.000153,0.000130,0.000000,0.001717,0.000000,0.001717,0.000130,24.135073,0.011396,0.275046,0.000007,-0.000000,0.125397,0.127725,0.051103,-0.018524,-0.018763,-0.007507,-0.018705,-0.049308,-0.014115,-0.143437,0.000350,0.002431,0.000199,0.020574,0.020773,0.002781,6.938183,0.052737,0.365900,0.000179,0.000000,0.000005
-0.006668,0.063278,0.025466,-0.104931,-0.093042,-0.037445,0.000114,0.011771,-0.046785,-0.007984,0.000000,0.000139,0.002189,0.000064,0.002253,0.000139,21.069906,0.011771,0.248023,-0.000008,-0.000001,0.114227,0.116433,0.046936,-0.022278,-0.022496,-0.009068,-0.006312,0.000620,-0.029119,0.313039,0.000040,0.000000,0.000848,0.097994,0.098842,0.000040,3.180754,0.006342,0.020172,0.000161,0.000000,0.000001
0.000492,0.068775,0.027886,-0.101534,-0.089212,-0.036173,0.016984,-0.007216,0.032169,0.043857,0.000288,0.000052,0.001035,0.001923,0.002958,0.000341,18.385721,0.018453,0.339279,0.000007,0.000010,0.103394,0.105488,0.042842,-0.020111,-0.020307,-0.008247,-0.004438,0.005581,0.230775,-0.213742,0.000020,0.000031,0.053257,0.045685,0.098943,0.000051,3.179131,0.007131,0.022669,0.000221,0.000001,0.000001
0.008092,0.079027,0.032281,-0.103818,-0.090649,-0.037028,-0.034019,0.043479,-0.029306,-0.006593,0.001157,0.001890,0.000859,0.000043,0.000902,0.003048,33.291256,0.055206,1.837889,-0.000035,-0.000008,0.090942,0.092938,0.038025,-0.011871,-0.012051,-0.004931,0.004455,-0.002796,-0.290955,-0.042489,0.000020,0.000008,0.084655,0.001805,0.086460,0.000028,3.400880,0.005259,0.017886,0.001195,0.000001,0.000000
0.008245,0.091316,0.037577,-0.100583,-0.098509,-0.040536,0.085564,-0.056833,0.018255,-0.016754,0.007321,0.003230,0.000333,0.000281,0.000614,0.010551,40.358200,0.102719,4.145567,0.000049,-0.000045,0.081299,0.083206,0.034295,-0.010590,-0.010757,-0.004434,0.000247,0.001892,0.198818,0.183430,0.000000,0.000004,0.039529,0.033647,0.073175,0.000004,3.696730,0.001908,0.007052,0.002695,0.000000,0.000000
0.005500,0.098635,0.040886,-0.092605,-0.097832,-0.040553,-0.079133,0.005029,0.022855,-0.052833,0.006262,0.000025,0.000522,0.002791,0.003314,0.006287,17.371780,0.079292,1.377447,0.000020,-0.000047,0.074402,0.076229,0.031650,-0.015930,-0.016084,-0.006678,-0.002170,-0.000140,-0.187789,-0.451169,0.000005,0.000000,0.035265,0.203554,0.238818,0.000005,2.046285,0.002175,0.004450,0.000895,0.000000,0.000001
0.008709,0.099232,0.041434,-0.091077,-0.082644,-0.034508,0.010000,0.015452,-0.030107,0.039141,0.000100,0.000239,0.000906,0.001532,0.002438,0.000339,20.250971,0.018406,0.372737,-0.000007,0.000009,0.071411,0.073164,0.030599,-0.020935,-0.021070,-0.008812,0.000438,0.000324,0.060869,0.848300,0.000000,0.000000,0.003705,0.719613,0.723318,0.000000,1.175805,0.000545,0.000640,0.000242,0.000000,0.000000
0.018833,0.097051,0.040817,-0.095745,-0.071804,-0.030199,0.007437,0.000783,0.012093,0.019522,0.000055,0.000001,0.000146,0.000381,0.000527,0.000056,43.546101,0.007479,0.325661,0.000003,0.000004,0.074310,0.075988,0.032010,-0.025177,-0.025288,-0.010653,0.000024,-0.000227,0.001962,-0.694826,0.000000,0.000000,0.000004,0.482783,0.482787,0.000000,1.439204,0.000229,0.000329,0.000212,0.000000,0.000000
0.027779,0.095195,0.040325,-0.094236,-0.081716,-0.034615,-0.005780,0.005337,0.006709,-0.015734,0.000033,0.000028,0.000045,0.000248,0.000293,0.000062,58.463943,0.007867,0.459939,0.000002,-0.000005,0.075226,0.076827,0.032597,-0.025604,-0.025689,-0.010900,-0.000248,0.000097,0.049540,0.147066,0.000000,0.000000,0.002454,0.021628,0.024083,0.000000,6.443891,0.000266,0.001714,0.000299,0.000000,0.000000
0.029018,0.094774,0.040434,-0.084107,-0.097334,-0.041526,-0.004988,-0.012589,-0.008606,-0.006482,0.000025,0.000158,0.000074,0.000042,0.000116,0.000183,92.814552,0.013541,1.256846,-0.000007,-0.000005,0.066742,0.068271,0.029174,-0.020020,-0.020081,-0.008581,0.000322,0.000075,0.079924,0.064545,0.000000,0.000000,0.006388,0.004166,0.010554,0.000000,9.734043,0.000330,0.003213,0.000817,0.000000,0.000000
0.027063,0.096730,0.041562,-0.077483,-0.093258,-0.040070,0.018149,-0.010568,0.038595,-0.000671,0.000329,0.000112,0.001490,0.000000,0.001490,0.000441,25.905928,0.021002,0.544069,0.000014,-0.000000,0.053955,0.055422,0.023851,-0.018341,-0.018383,-0.007911,-0.000245,-0.000218,-0.173075,0.034970,0.000000,0.000000,0.029955,0.001223,0.031178,0.000000,5.663401,0.000328,0.001857,0.000354,0.000000,0.000000
0.028765,0.099250,0.042946,-0.080118,-0.073106,-0.031633,0.000326,0.013423,-0.183386,0.069472,0.000000,0.000180,0.033630,0.004826,0.038457,0.000180,5.099338,0.013427,0.068470,-0.000008,0.000003,0.046478,0.047893,0.020757,-0.024292,-0.024312,-0.010537,0.000167,0.000469,0.097671,-0.102586,0.000000,0.000000,0.009540,0.010524,0.020064,0.000000,7.059863,0.000498,0.003513,0.000045,0.000000,0.000000
0.032507,0.097798,0.042616,-0.084120,-0.060916,-0.026544,-0.003826,0.002813,0.199792,-0.115215,0.000015,0.000008,0.039917,0.013274,0.053191,0.000023,4.335898,0.004749,0.020590,0.000003,-0.000002,0.047821,0.049187,0.021468,-0.023773,-0.023769,-0.010374,0.000518,-0.000868,0.084315,-0.049679,0.000000,0.000001,0.007109,0.002468,0.009577,0.000001,10.218472,0.001010,0.010326,0.000013,0.000000,0.000000
0.033919,0.092933,0.040778,-0.083618,-0.066884,-0.029348,0.005073,-0.019722,0.013837,0.108524,0.000026,0.000389,0.000191,0.011777,0.011969,0.000415,9.140547,0.020364,0.186138,0.000002,0.000013,0.049774,0.051090,0.022454,-0.015167,-0.015143,-0.006655,-0.000664,0.001807,-0.166139,0.215845,0.000000,0.000003,0.027602,0.046589,0.074191,0.000004,3.671328,0.001925,0.007068,0.000121,0.000000,0.000000
0.034845,0.089820,0.039686,-0.079311,-0.076747,-0.033910,-0.001585,0.001680,-0.039195,-0.013585,0.000003,0.000003,0.001536,0.000185,0.001721,0.000005,24.106745,0.002309,0.055669,-0.000001,-0.000000,0.045013,0.046281,0.020481,-0.018646,-0.018604,-0.008233,0.000425,-0.001756,0.034960,-0.107819,0.000000,0.000003,0.001222,0.011625,0.012847,0.000003,8.822586,0.001806,0.015936,0.000036,0.000000,0.000000
0.037551,0.089422,0.039783,-0.072215,-0.075830,-0.033736,0.005030,0.029090,-0.236583,-0.106666,0.000025,0.000846,0.055972,0.011378,0.067349,0.000872,3.853305,0.029522,0.113758,-0.000017,-0.000008,0.040894,0.042116,0.018767,-0.033966,-0.033897,-0.015104,0.001391,0.000747,0.032351,-0.129140,0.000002,0.000001,0.001047,0.016677,0.017724,0.000002,7.511412,0.001579,0.011857,0.000074,0.000000,0.000000
0.039878,0.089944,0.040289,-0.066490,-0.069831,-0.031280,-0.013945,0.009372,0.183196,-0.009403,0.000194,0.000088,0.033561,0.000088,0.033649,0.000282,5.451445,0.016802,0.091594,0.000011,-0.000001,0.045868,0.047046,0.021107,-0.033386,-0.033283,-0.014932,-0.001902,0.006888,0.015633,0.158019,0.000004,0.000047,0.000244,0.024970,0.025214,0.000051,6.297619,0.007146,0.045004,0.000060,0.000000,0.000001
0.043546,0.090522,0.040825,-0.066977,-0.071087,-0.032060,0.000481,-0.036628,0.187792,0.134536,0.000000,0.001342,0.035266,0.018100,0.053366,0.001342,4.328803,0.036631,0.158567,0.000019,0.000014,0.057343,0.058468,0.026410,-0.013428,-0.013301,-0.006008,-0.009669,-0.010207,-0.000803,-0.002109,0.000093,0.000104,0.000001,0.000004,0.000005,0.000198,443.036591,0.014060,6.228914,0.000103,0.000000,0.000000
0.051888,0.090873,0.041261,-0.071485,-0.074552,-0.033850,0.045369,0.069711,-0.170636,-0.044449,0.002058,0.004860,0.029117,0.001976,0.031092,0.006918,5.671181,0.083174,0.471694,-0.000052,-0.000014,0.067902,0.068963,0.031362,-0.005493,-0.005356,-0.002436,0.017781,-0.001781,-0.086939,0.004262,0.000316,0.000003,0.007558,0.000018,0.007577,0.000319,11.488519,0.017870,0.205296,0.000307,0.000001,0.000000
0.060234,0.091475,0.041813,-0.073793,-0.066155,-0.030239,-0.009533,-0.056967,0.000098,0.054211,0.000091,0.003245,0.000000,0.002939,0.002939,0.003336,18.446327,0.057759,1.065450,0.000000,0.000038,0.073639,0.074628,0.034166,-0.021759,-0.021608,-0.009893,-0.016084,0.017538,0.077822,-0.130880,0.000259,0.000308,0.006056,0.017129,0.023186,0.000566,6.567335,0.023797,0.156281,0.000693,0.000001,0.000002
0.063311,0.093184,0.042879,-0.073406,-0.051771,-0.023823,-0.110752,-0.025888,0.001334,-0.107660,0.012266,0.000670,0.000002,0.011591,0.011592,0.012936,9.287781,0.113738,1.056369,0.000001,-0.000074,0.080719,0.081629,0.037622,-0.039734,-0.039551,-0.018229,-0.002930,-0.032904,0.024614,0.135930,0.000009,0.001083,0.000606,0.018477,0.019083,0.001091,7.238979,0.033034,0.239134,0.000687,0.000000,0.000003
0.064553,0.095831,0.044391,-0.074540,-0.051097,-0.023669,0.127121,-0.030709,-0.003913,0.021917,0.016160,0.000943,0.000015,0.000480,0.000496,0.017103,44.915981,0.130778,5.874004,-0.000015,0.000084,0.092834,0.093656,0.043452,-0.044586,-0.044361,-0.020581,0.021164,0.018905,-0.032693,-0.032074,0.000448,0.000357,0.001069,0.001029,0.002098,0.000805,21.834230,0.028378,0.619613,0.003818,0.000000,0.000000
0.070496,0.097040,0.045248,-0.076370,-0.060111,-0.028029,-0.087556,0.103270,-0.039514,0.065749,0.007666,0.010665,0.001561,0.004323,0.005884,0.018331,13.036260,0.135391,1.764988,-0.000045,0.000075,0.101227,0.101950,0.047612,-0.043549,-0.043279,-0.020212,-0.007678,0.003094,0.030141,-0.018584,0.000059,0.000010,0.000908,0.000345,0.001254,0.000069,28.240620,0.008278,0.233763,0.001147,0.000000,0.000000
0.079036,0.094014,0.044124,-0.073981,-0.057354,-0.026918,-0.062761,0.006780,0.147207,-0.119908,0.003939,0.000046,0.021670,0.014378,0.036048,0.003985,5.266984,0.063126,0.332485,0.000032,-0.000026,0.105530,0.106148,0.049898,-0.040955,-0.040642,-0.019105,0.008799,-0.009841,-0.210502,-0.027398,0.000077,0.000097,0.044311,0.000751,0.045062,0.000174,4.710805,0.013201,0.062185,0.000216,0.000002,0.000000
0.080712,0.087586,0.041376,-0.069586,-0.047761,-0.022562,0.121254,-0.049037,-0.161857,0.042443,0.014703,0.002405,0.026198,0.001801,0.027999,0.017107,5.976250,0.130795,0.781661,-0.000082,0.000022,0.110260,0.110769,0.052409,-0.036377,-0.036025,-0.017045,-0.004128,0.022129,0.259218,0.033094,0.000017,0.000490,0.067194,0.001095,0.068289,0.000507,3.826689,0.022511,0.086143,0.000508,0.000004,0.000000
0.071573,0.081900,0.038940,-0.070642,-0.049911,-0.023731,-0.035457,-0.064505,0.129624,0.143413,0.001257,0.004161,0.016802,0.020567,0.037370,0.005418,5.172984,0.073608,0.380772,0.000032,0.000035,0.106262,0.106661,0.050793,-0.035614,-0.035226,-0.016775,-0.020831,-0.012411,0.002448,0.028723,0.000434,0.000154,0.000006,0.000825,0.000831,0.000588,34.689365,0.024248,0.841143,0.000248,0.000000,0.000000
0.058639,0.077567,0.037118,-0.077321,-0.059651,-0.028545,0.083121,0.096840,-0.080270,-0.149530,0.006909,0.009378,0.006443,0.022359,0.028802,0.016287,5.892302,0.127621,0.751981,-0.000039,-0.000073,0.094421,0.094719,0.045397,-0.038483,-0.038057,-0.018240,0.013953,-0.001468,-0.157638,0.011155,0.000195,0.000002,0.024850,0.000124,0.024974,0.000197,6.327841,0.014030,0.088781,0.000489,0.000001,0.000000
0.050422,0.071143,0.034262,-0.082964,-0.059328,-0.028572,0.007576,-0.048337,0.053761,0.032076,0.000057,0.002336,0.002890,0.001029,0.003919,0.002394,15.973606,0.048927,0.781544,0.000027,0.000016,0.091064,0.091268,0.044023,-0.037048,-0.036584,-0.017646,-0.005692,0.000169,0.074944,-0.087004,0.000032,0.000000,0.005617,0.007570,0.013186,0.000032,8.708400,0.005694,0.049589,0.000508,0.000000,0.000000
0.047201,0.064949,0.031478,-0.083622,-0.048358,-0.023437,-0.144494,-0.005821,-0.134104,-0.005761,0.020879,0.000034,0.017984,0.000033,0.018017,0.020912,7.450004,0.144611,1.077354,-0.000094,-0.000004,0.093719,0.093830,0.045546,-0.035797,-0.035296,-0.017133,-0.004583,-0.017963,0.004062,0.037183,0.000021,0.000323,0.000016,0.001383,0.001399,0.000344,26.735132,0.018538,0.495621,0.000700,0.000000,0.000000
0.044279,0.062971,0.030713,-0.080295,-0.040959,-0.019977,0.046173,0.003245,0.060067,-0.128054,0.002132,0.000011,0.003608,0.016398,0.020006,0.002143,7.070028,0.046287,0.327252,0.000013,-0.000027,0.087036,0.087055,0.042525,-0.043549,-0.043008,-0.021009,0.017207,0.069479,-0.012867,0.000948,0.000296,0.004827,0.000166,0.000001,0.000166,0.005123,77.510460,0.071578,5.548040,0.000213,0.000001,0.000000
0.039606,0.063462,0.031147,-0.078028,-0.042304,-0.020763,0.033333,-0.006439,0.054334,0.299769,0.001111,0.000041,0.002952,0.089861,0.092814,0.001153,3.282421,0.033949,0.111434,0.000004,0.000022,0.072601,0.072539,0.035657,-0.049286,-0.048698,-0.023938,0.009026,-0.100459,0.026133,0.020596,0.000081,0.010092,0.000683,0.000424,0.001107,0.010174,30.053846,0.100864,3.031351,0.000072,0.000001,0.000001
0.032623,0.063055,0.031141,-0.081322,-0.045285,-0.022365,-0.101211,0.085775,0.038328,-0.189693,0.010244,0.007357,0.001469,0.035983,0.037452,0.017601,5.167257,0.132669,0.685537,0.000017,-0.000085,0.064056,0.063925,0.031619,-0.041870,-0.041236,-0.020397,-0.020316,0.055579,-0.015988,0.029754,0.000413,0.003089,0.000256,0.000885,0.001141,0.003502,29.605371,0.059176,1.751920,0.000446,0.000000,0.000001
0.024886,0.060759,0.030193,-0.087116,-0.045556,-0.022638,0.116637,-0.033582,-0.084904,0.029482,0.013604,0.001128,0.007209,0.000869,0.008078,0.014732,11.126324,0.121375,1.350461,-0.000075,0.000026,0.062500,0.062305,0.031009,-0.035950,-0.035277,-0.017557,-0.000212,-0.008665,0.002332,-0.062937,0.000000,0.000075,0.000005,0.003961,0.003967,0.000075,15.877881,0.008667,0.137619,0.000878,0.000000,0.000000
0.021900,0.057696,0.028848,-0.086648,-0.043232,-0.021616,0.021670,-0.084450,-0.034071,0.009642,0.000470,0.007132,0.001161,0.000093,0.001254,0.007601,28.241066,0.087186,2.462219,-0.000055,0.000015,0.058167,0.057910,0.029000,-0.043976,-0.043262,-0.021664,-0.003214,-0.012018,0.059325,-0.038824,0.000010,0.000144,0.003519,0.001507,0.005027,0.000155,14.104465,0.012441,0.175469,0.001600,0.000000,0.000000
0.024815,0.055559,0.027950,-0.078639,-0.037901,-0.019067,-0.018922,0.025761,0.053981,-0.049731,0.000358,0.000664,0.002914,0.002473,0.005387,0.001022,13.624537,0.031964,0.435493,0.000015,-0.000014,0.053833,0.053520,0.026965,-0.052185,-0.051423,-0.025909,0.004819,-0.010306,-0.114262,0.103670,0.000023,0.000106,0.013056,0.010748,0.023803,0.000129,6.481578,0.011377,0.073739,0.000283,0.000001,0.000001
0.028024,0.054183,0.027424,-0.074834,-0.036969,-0.018711,-0.073474,0.030464,0.083933,0.031710,0.005398,0.000928,0.007045,0.001006,0.008050,0.006326,11.145326,0.079539,0.886489,0.000048,0.000018,0.057404,0.057034,0.028911,-0.051727,-0.050913,-0.025808,0.034818,0.060246,0.040499,-0.081256,0.001212,0.003630,0.001640,0.006603,0.008243,0.004842,11.014441,0.069584,0.766430,0.000576,0.000001,0.000003
0.028058,0.051244,0.026094,-0.084128,-0.048219,-0.024553,0.087928,-0.091009,-0.086017,-0.111262,0.007731,0.008283,0.007399,0.012379,0.019778,0.016014,7.110605,0.126547,0.899822,-0.000050,-0.000065,0.062347,0.061918,0.031577,-0.054321,-0.053454,-0.027260,-0.057526,-0.043505,0.020884,0.028120,0.003309,0.001893,0.000436,0.000791,0.001227,0.005202,28.549610,0.072125,2.059137,0.000585,0.000001,0.000001
0.026544,0.046170,0.023652,-0.097057,-0.058548,-0.029992,-0.079085,0.164093,-0.000263,0.333009,0.006254,0.026927,0.000000,0.110895,0.110895,0.033181,3.002917,0.182157,0.547002,-0.000000,0.000118,0.066498,0.066003,0.033863,-0.061951,-0.061025,-0.031309,0.092168,0.043068,0.051360,0.078342,0.008495,0.001855,0.002638,0.006137,0.008775,0.010350,10.675040,0.101734,1.086018,0.000356,0.000002,0.000004
0.025807,0.040867,0.021060,-0.097363,-0.051693,-0.026639,0.046341,-0.030987,0.028499,-0.293431,0.002147,0.000960,0.000812,0.086102,0.086914,0.003108,3.391994,0.055747,0.189092,0.000004,-0.000036,0.076477,0.075910,0.039179,-0.063721,-0.062731,-0.032377,-0.053661,-0.054074,-0.153853,-0.120725,0.002879,0.002924,0.023671,0.014575,0.038245,0.005803,5.113419,0.076180,0.389542,0.000123,0.000006,0.000004
0.026914,0.034584,0.017929,-0.084466,-0.036922,-0.019141,-0.007793,-0.053419,-0.064555,0.087286,0.000061,0.002854,0.004167,0.007619,0.011786,0.002914,9.211086,0.053985,0.497259,-0.000021,0.000028,0.085541,0.084892,0.044075,-0.062500,-0.061447,-0.031903,-0.015944,-0.036544,0.154009,-0.041870,0.000254,0.001335,0.023719,0.001753,0.025472,0.001590,6.265691,0.039870,0.249816,0.000323,0.000004,0.000000
0.028321,0.026332,0.013731,-0.070323,-0.035463,-0.018493,0.036506,-0.027972,-0.000540,-0.011915,0.001333,0.000782,0.000000,0.000142,0.000142,0.002115,83.842010,0.045991,3.855949,-0.000001,-0.000030,0.089020,0.088283,0.046107,-0.067047,-0.065929,-0.034432,-0.155014,0.101708,-0.092925,0.172856,0.024029,0.010344,0.008635,0.029879,0.038514,0.034374,5.095513,0.185401,0.944716,0.002506,0.000005,0.000018
0.023384,0.020680,0.010848,-0.065826,-0.048097,-0.025228,-0.083366,0.040867,0.073959,0.013096,0.006950,0.001670,0.005470,0.000172,0.005641,0.008620,13.313827,0.092843,1.236102,0.000059,0.000011,0.097839,0.097009,0.050961,-0.072327,-0.071139,-0.037371,0.251999,-0.002035,0.022395,-0.091719,0.063504,0.000004,0.000502,0.008412,0.008914,0.063508,10.591732,0.252008,2.669198,0.000803,0.000001,0.000015
0.011475,0.020119,0.010615,-0.075857,-0.056292,-0.029699,0.093854,-0.013709,-0.010268,-0.120877,0.008809,0.000188,0.000105,0.014611,0.014717,0.008996,8.243176,0.094850,0.781864,-0.000005,-0.000061,0.114258,0.113320,0.059877,-0.075684,-0.074422,-0.039324,-0.082945,-0.040379,-0.013002,0.088265,0.006880,0.001631,0.000169,0.007791,0.007960,0.008510,11.208584,0.092252,1.034009,0.000508,0.000000,0.000005
0.004852,0.021397,0.011355,-0.095356,-0.051257,-0.027200,-0.077766,0.052257,-0.056994,0.181271,0.006048,0.002731,0.003248,0.032859,0.036107,0.008778,5.262615,0.093693,0.493068,-0.000018,0.000058,0.128693,0.127633,0.067831,-0.084198,-0.082856,-0.044034,0.002026,-0.055954,0.067412,-0.115176,0.000004,0.003131,0.004544,0.013266,0.017810,0.003135,7.493222,0.055991,0.419554,0.000320,0.000001,0.000004
